@RELATION CharacterFilter

@ATTRIBUTE init         string
@ATTRIBUTE alternate    string
@ATTRIBUTE result 	{0, 1}

@DATA
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','t',0
'I honestly think we can again be our best selves, but it’t on all of us to make it happen.','s',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s0on all of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s"on all of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s!on all of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','w',0
'I honestly think we can again be our best selves, but it’s wn all of us to make it happen.','o',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','p',0
'I honestly think we can again be our best selves, but it’s pn all of us to make it happen.','o',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','v',0
'I honestly think we can again be our best selves, but it’s ov all of us to make it happen.','n',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','o',0
'I honestly think we can again be our best selves, but it’s oo all of us to make it happen.','n',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on0all of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on"all of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on!all of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','q',0
'I honestly think we can again be our best selves, but it’s on qll of us to make it happen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','i',0
'I honestly think we can again be our best selves, but it’s on ill of us to make it happen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','b',0
'I honestly think we can again be our best selves, but it’s on bll of us to make it happen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','t',0
'I honestly think we can again be our best selves, but it’s on atl of us to make it happen.','l',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','m',0
'I honestly think we can again be our best selves, but it’s on aml of us to make it happen.','l',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','t',0
'I honestly think we can again be our best selves, but it’s on alt of us to make it happen.','l',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','m',0
'I honestly think we can again be our best selves, but it’s on alm of us to make it happen.','l',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all0of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on all"of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on all!of us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','w',0
'I honestly think we can again be our best selves, but it’s on all wf us to make it happen.','o',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','p',0
'I honestly think we can again be our best selves, but it’s on all pf us to make it happen.','o',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','v',0
'I honestly think we can again be our best selves, but it’s on all ov us to make it happen.','f',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','n',0
'I honestly think we can again be our best selves, but it’s on all on us to make it happen.','f',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','g',0
'I honestly think we can again be our best selves, but it’s on all og us to make it happen.','f',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all of0us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on all of"us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on all of!us to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','v',0
'I honestly think we can again be our best selves, but it’s on all of vs to make it happen.','u',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','t',0
'I honestly think we can again be our best selves, but it’s on all of ut to make it happen.','s',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all of us0to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on all of us"to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on all of us!to make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','u',0
'I honestly think we can again be our best selves, but it’s on all of us uo make it happen.','t',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','w',0
'I honestly think we can again be our best selves, but it’s on all of us tw make it happen.','o',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','p',0
'I honestly think we can again be our best selves, but it’s on all of us tp make it happen.','o',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all of us to0make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on all of us to"make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on all of us to!make it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','u',0
'I honestly think we can again be our best selves, but it’s on all of us to uake it happen.','m',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','n',0
'I honestly think we can again be our best selves, but it’s on all of us to nake it happen.','m',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','q',0
'I honestly think we can again be our best selves, but it’s on all of us to mqke it happen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','i',0
'I honestly think we can again be our best selves, but it’s on all of us to mike it happen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','b',0
'I honestly think we can again be our best selves, but it’s on all of us to mbke it happen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','s',0
'I honestly think we can again be our best selves, but it’s on all of us to mase it happen.','k',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','l',0
'I honestly think we can again be our best selves, but it’s on all of us to male it happen.','k',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','u',0
'I honestly think we can again be our best selves, but it’s on all of us to maku it happen.','e',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','m',0
'I honestly think we can again be our best selves, but it’s on all of us to makm it happen.','e',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','f',0
'I honestly think we can again be our best selves, but it’s on all of us to makf it happen.','e',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all of us to make0it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on all of us to make"it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on all of us to make!it happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','q',0
'I honestly think we can again be our best selves, but it’s on all of us to make qt happen.','i',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','j',0
'I honestly think we can again be our best selves, but it’s on all of us to make jt happen.','i',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','u',0
'I honestly think we can again be our best selves, but it’s on all of us to make iu happen.','t',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all of us to make it0happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','"',0
'I honestly think we can again be our best selves, but it’s on all of us to make it"happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','!',0
'I honestly think we can again be our best selves, but it’s on all of us to make it!happen.',' ',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','p',0
'I honestly think we can again be our best selves, but it’s on all of us to make it pappen.','h',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','i',0
'I honestly think we can again be our best selves, but it’s on all of us to make it iappen.','h',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','q',0
'I honestly think we can again be our best selves, but it’s on all of us to make it hqppen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','i',0
'I honestly think we can again be our best selves, but it’s on all of us to make it hippen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','b',0
'I honestly think we can again be our best selves, but it’s on all of us to make it hbppen.','a',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','q',0
'I honestly think we can again be our best selves, but it’s on all of us to make it haqpen.','p',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','q',0
'I honestly think we can again be our best selves, but it’s on all of us to make it hapqen.','p',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','u',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happun.','e',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','m',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happmn.','e',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','f',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happfn.','e',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','v',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happev.','n',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','o',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happeo.','n',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','6',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happen6','.',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','0',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happen0','.',1
'I honestly think we can again be our best selves, but it’s on all of us to make it happen.','/',0
'I honestly think we can again be our best selves, but it’s on all of us to make it happen/','.',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','U',0
'Uost Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','M',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','Q',0
'Qost Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','M',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','N',0
'Nost Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','M',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','w',0
'Mwst Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','o',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','p',0
'Mpst Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','o',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Mott Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Mosu Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most0Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most"Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most!Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','a',0
'Most americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','A',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','Q',0
'Most Qmericans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','A',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','I',0
'Most Imericans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','A',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','E',0
'Most Emericans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','A',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','B',0
'Most Bmericans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','A',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Auericans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','n',0
'Most Anericans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Amuricans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Ammricans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Amfricans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',0
'Most Amesicans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','r',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','q',0
'Most Amerqcans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','j',0
'Most Amerjcans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',0
'Most Amerisans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','c',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','k',0
'Most Amerikans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','c',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','d',0
'Most Ameridans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','c',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','q',0
'Most Americqns, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','a',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','i',0
'Most Americins, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','a',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','b',0
'Most Americbns, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','a',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','v',0
'Most Americavs, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','n',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','o',0
'Most Americaos, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','n',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americant, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',0
'Most Americansl myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','4',0
'Most Americans4 myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','.',0
'Most Americans. myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','-',0
'Most Americans- myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most Americans,0myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most Americans,"myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most Americans,!myself included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, uyself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','n',0
'Most Americans, nyself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','z',0
'Most Americans, mzself included, will be deeply relieved when Joe Biden is finally sworn in as president.','y',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, mytelf included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, mysulf included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, mysmlf included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, mysflf included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, mysetf included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, mysemf included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','v',0
'Most Americans, myselv included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','n',0
'Most Americans, myseln included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','g',0
'Most Americans, myselg included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most Americans, myself0included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most Americans, myself"included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most Americans, myself!included, will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','q',0
'Most Americans, myself qncluded, will be deeply relieved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','j',0
'Most Americans, myself jncluded, will be deeply relieved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','v',0
'Most Americans, myself ivcluded, will be deeply relieved when Joe Biden is finally sworn in as president.','n',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','o',0
'Most Americans, myself iocluded, will be deeply relieved when Joe Biden is finally sworn in as president.','n',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',0
'Most Americans, myself insluded, will be deeply relieved when Joe Biden is finally sworn in as president.','c',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','k',0
'Most Americans, myself inkluded, will be deeply relieved when Joe Biden is finally sworn in as president.','c',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','d',0
'Most Americans, myself indluded, will be deeply relieved when Joe Biden is finally sworn in as president.','c',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself inctuded, will be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself incmuded, will be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','v',0
'Most Americans, myself inclvded, will be deeply relieved when Joe Biden is finally sworn in as president.','u',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself incluted, will be deeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',0
'Most Americans, myself incluled, will be deeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',0
'Most Americans, myself inclueed, will be deeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself includud, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself includmd, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself includfd, will be deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself includet, will be deeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',0
'Most Americans, myself includel, will be deeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',0
'Most Americans, myself includee, will be deeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',0
'Most Americans, myself includedl will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','4',0
'Most Americans, myself included4 will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','.',0
'Most Americans, myself included. will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','-',0
'Most Americans, myself included- will be deeply relieved when Joe Biden is finally sworn in as president.',',',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most Americans, myself included,0will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most Americans, myself included,"will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most Americans, myself included,!will be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','x',0
'Most Americans, myself included, xill be deeply relieved when Joe Biden is finally sworn in as president.','w',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','q',0
'Most Americans, myself included, wqll be deeply relieved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','j',0
'Most Americans, myself included, wjll be deeply relieved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself included, witl be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, wiml be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself included, wilt be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, wilm be deeply relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most Americans, myself included, will0be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most Americans, myself included, will"be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most Americans, myself included, will!be deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','r',0
'Most Americans, myself included, will re deeply relieved when Joe Biden is finally sworn in as president.','b',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','j',0
'Most Americans, myself included, will je deeply relieved when Joe Biden is finally sworn in as president.','b',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','c',0
'Most Americans, myself included, will ce deeply relieved when Joe Biden is finally sworn in as president.','b',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself included, will bu deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will bm deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself included, will bf deeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most Americans, myself included, will be0deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most Americans, myself included, will be"deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most Americans, myself included, will be!deeply relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself included, will be teeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','l',0
'Most Americans, myself included, will be leeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','e',0
'Most Americans, myself included, will be eeeply relieved when Joe Biden is finally sworn in as president.','d',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself included, will be dueply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be dmeply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself included, will be dfeply relieved when Joe Biden is finally sworn in as president.','e',1
